city,city_type,state,city_size,mode,n,percent,moe,state_abb,state_region
Warren city,City,Ohio,Small,Walk,192,1.4,0.7,OH,North Central
Warwick city,City,Rhode Island,Small,Walk,377,0.9,0.3,RI,Northeast
Wasco city,City,California,Small,Walk,94,1.4,0.8,CA,West
Washington city,City,Utah,Small,Walk,47,0.6,0.8,UT,West
Watauga city,City,Texas,Small,Walk,30,0.3,0.2,TX,South
Waterloo city,City,Iowa,Small,Walk,590,1.9,0.4,IA,North Central
Watertown city,City,New York,Small,Walk,511,4.2,1.2,NY,Northeast
Watertown city,City,South Dakota,Small,Walk,75,0.7,0.6,SD,North Central
Watertown city,City,Wisconsin,Small,Walk,406,3.5,1,WI,North Central
Watertown Town city,City,Massachusetts,Small,Walk,465,2.5,0.8,MA,Northeast
Watsonville city,City,California,Small,Walk,801,3.8,1,CA,West
Waukegan city,City,Illinois,Small,Walk,548,1.4,0.6,IL,North Central
Waukesha city,City,Wisconsin,Small,Walk,1311,3.4,0.5,WI,North Central
Wausau city,City,Wisconsin,Small,Walk,618,3.3,0.8,WI,North Central
Wauwatosa city,City,Wisconsin,Small,Walk,574,2.3,0.6,WI,North Central
Waxahachie city,City,Texas,Small,Walk,222,1.6,0.7,TX,South
Waynesboro city,City,Virginia,Small,Walk,153,1.7,0.9,VA,South
Weatherford city,City,Texas,Small,Walk,136,1.2,0.8,TX,South
Webster Groves city,City,Missouri,Small,Walk,371,3.2,1.3,MO,North Central
Wellington village,Village,Florida,Small,Walk,176,0.7,0.4,FL,South
Wenatchee city,City,Washington,Small,Walk,502,3.6,1.3,WA,West
Wentzville city,City,Missouri,Small,Walk,78,0.5,0.4,MO,North Central
Weslaco city,City,Texas,Small,Walk,143,1.2,0.6,TX,South
West Allis city,City,Wisconsin,Small,Walk,459,1.5,0.4,WI,North Central
West Bend city,City,Wisconsin,Small,Walk,324,2.1,0.8,WI,North Central
West Chicago city,City,Illinois,Small,Walk,215,1.6,0.9,IL,North Central
West Des Moines city,City,Iowa,Small,Walk,300,0.9,0.4,IA,North Central
West Fargo city,City,North Dakota,Small,Walk,189,1.2,0.5,ND,North Central
West Haven city,City,Connecticut,Small,Walk,895,3.3,0.7,CT,Northeast
West Hollywood city,City,California,Small,Walk,1428,6.3,1.8,CA,West
West Lafayette city,City,Indiana,Small,Walk,2001,15.6,2,IN,North Central
West Linn city,City,Oregon,Small,Walk,205,1.7,0.9,OR,West
West Memphis city,City,Arkansas,Small,Walk,141,1.4,0.8,AR,South
West Mifflin borough,Borough,Pennsylvania,Small,Walk,171,1.8,0.8,PA,Northeast
West New York town,Town,New Jersey,Small,Walk,3417,13.9,1.9,NJ,Northeast
West Sacramento city,City,California,Small,Walk,259,1.3,0.6,CA,West
West Springfield Town city,City,Massachusetts,Small,Walk,286,2.1,1.2,MA,Northeast
Westerville city,City,Ohio,Small,Walk,573,3.1,0.9,OH,North Central
Westfield city,City,Indiana,Small,Walk,150,1,0.6,IN,North Central
Westfield city,City,Massachusetts,Small,Walk,554,2.9,0.9,MA,Northeast
Westfield town,Town,New Jersey,Small,Walk,294,2.2,0.8,NJ,Northeast
Westlake city,City,Ohio,Small,Walk,208,1.3,0.6,OH,North Central
Westland city,City,Michigan,Small,Walk,678,1.8,0.6,MI,North Central
Westminster city,City,California,Small,Walk,579,1.5,0.5,CA,West
Westmont village,Village,Illinois,Small,Walk,295,2.3,1,IL,North Central
Weston city,City,Florida,Small,Walk,309,1,0.6,FL,South
Weymouth Town city,City,Massachusetts,Small,Walk,591,2.1,0.7,MA,Northeast
Wheat Ridge city,City,Colorado,Small,Walk,294,2,0.8,CO,West
Wheaton city,City,Illinois,Small,Walk,1277,4.8,1.2,IL,North Central
Wheeling city,City,West Virginia,Small,Walk,753,5.9,1.3,WV,South
Wheeling village,Village,Illinois,Small,Walk,196,1,0.5,IL,North Central
White Bear Lake city,City,Minnesota,Small,Walk,135,1.2,0.7,MN,North Central
White Plains city,City,New York,Small,Walk,3038,10.2,1.4,NY,Northeast
Whittier city,City,California,Small,Walk,874,2.3,0.5,CA,West
Wildomar city,City,California,Small,Walk,30,0.2,0.3,CA,West
Wildwood city,City,Missouri,Small,Walk,131,0.8,0.4,MO,North Central
Wilkes-Barre city,City,Pennsylvania,Small,Walk,1495,8.7,2.3,PA,Northeast
Williamsport city,City,Pennsylvania,Small,Walk,1155,9,1.6,PA,Northeast
Willoughby city,City,Ohio,Small,Walk,106,0.9,0.5,OH,North Central
Wilmette village,Village,Illinois,Small,Walk,393,3.4,1.2,IL,North Central
Wilmington city,City,Delaware,Small,Walk,2118,7,1.1,DE,South
Wilson city,City,North Carolina,Small,Walk,232,1.2,0.6,NC,South
Wilsonville city,City,Oregon,Small,Walk,465,5.3,2.7,OR,West
Winchester city,City,Virginia,Small,Walk,747,6,1.9,VA,South
Windsor town,Town,California,Small,Walk,133,1.1,0.7,CA,West
Winona city,City,Minnesota,Small,Walk,1440,9.7,1.9,MN,North Central
Winter Garden city,City,Florida,Small,Walk,88,0.5,0.5,FL,South
Winter Haven city,City,Florida,Small,Walk,353,2.8,1.1,FL,South
Winter Park city,City,Florida,Small,Walk,312,2.5,1.1,FL,South
Winter Springs city,City,Florida,Small,Walk,82,0.5,0.4,FL,South
Woburn city,City,Massachusetts,Small,Walk,329,1.6,0.6,MA,Northeast
Woodburn city,City,Oregon,Small,Walk,236,2.5,1.1,OR,West
Woodbury city,City,Minnesota,Small,Walk,194,0.6,0.3,MN,North Central
Woodland city,City,California,Small,Walk,606,2.5,0.8,CA,West
Woodridge village,Village,Illinois,Small,Walk,414,2.3,1.6,IL,North Central
Woodstock city,City,Georgia,Small,Walk,82,0.7,0.6,GA,South
Woodstock city,City,Illinois,Small,Walk,228,1.9,0.8,IL,North Central
Woonsocket city,City,Rhode Island,Small,Walk,497,2.9,0.9,RI,Northeast
Wooster city,City,Ohio,Small,Walk,1351,11,1.7,OH,North Central
Wyandotte city,City,Michigan,Small,Walk,413,3.5,1.5,MI,North Central
Wylie city,City,Texas,Small,Walk,109,0.5,0.4,TX,South
Wyoming city,City,Michigan,Small,Walk,451,1.3,0.5,MI,North Central
Xenia city,City,Ohio,Small,Walk,226,2.2,1.1,OH,North Central
Yakima city,City,Washington,Small,Walk,852,2.3,0.7,WA,West
Yorba Linda city,City,California,Small,Walk,298,0.9,0.3,CA,West
York city,City,Pennsylvania,Small,Walk,930,6,1.3,PA,Northeast
Youngstown city,City,Ohio,Small,Walk,765,3.6,1.1,OH,North Central
Yuba City city,City,California,Small,Walk,419,1.6,0.8,CA,West
Yucaipa city,City,California,Small,Walk,167,0.8,0.3,CA,West
Yucca Valley town,Town,California,Small,Walk,200,2.7,1.5,CA,West
Yukon city,City,Oklahoma,Small,Walk,188,1.7,0.9,OK,South
Yuma city,City,Arizona,Small,Walk,1529,4,1.1,AZ,West
Zanesville city,City,Ohio,Small,Walk,278,3.1,1.4,OH,North Central
Zion city,City,Illinois,Small,Walk,80,0.8,0.7,IL,North Central
Zionsville town,Town,Indiana,Small,Walk,45,0.4,0.3,IN,North Central
Abilene city,City,Texas,Medium,Walk,1686,3.2,0.6,TX,South
Akron city,City,Ohio,Medium,Walk,2313,2.8,0.4,OH,North Central
Alexandria city,City,Virginia,Medium,Walk,3324,3.8,0.6,VA,South
Allentown city,City,Pennsylvania,Medium,Walk,2383,5.1,0.8,PA,Northeast
Amarillo city,City,Texas,Medium,Walk,1283,1.4,0.4,TX,South
Ann Arbor city,City,Michigan,Medium,Walk,8699,15.6,1.3,MI,North Central
Antioch city,City,California,Medium,Walk,436,1,0.4,CA,West
Arvada city,City,Colorado,Medium,Walk,404,0.7,0.3,CO,West
Aurora city,City,Illinois,Medium,Walk,1046,1.1,0.3,IL,North Central
Beaumont city,City,Texas,Medium,Walk,1036,2.1,0.5,TX,South
Bellevue city,City,Washington,Medium,Walk,2900,4.6,0.7,WA,West
Berkeley city,City,California,Medium,Walk,9059,17,1.1,CA,West
Billings city,City,Montana,Medium,Walk,1958,3.6,0.7,MT,West
Boulder city,City,Colorado,Medium,Walk,4813,9.2,0.8,CO,West
Bridgeport city,City,Connecticut,Medium,Walk,2558,4.2,0.7,CT,Northeast
Broken Arrow city,City,Oklahoma,Medium,Walk,268,0.5,0.2,OK,South
Brownsville city,City,Texas,Medium,Walk,1413,2.2,0.4,TX,South
Burbank city,City,California,Medium,Walk,1217,2.4,0.6,CA,West
Cambridge city,City,Massachusetts,Medium,Walk,13993,24,1.2,MA,Northeast
Cape Coral city,City,Florida,Medium,Walk,497,0.8,0.3,FL,South
Carlsbad city,City,California,Medium,Walk,619,1.3,0.4,CA,West
Carrollton city,City,Texas,Medium,Walk,753,1.1,0.4,TX,South
Cary town,Town,North Carolina,Medium,Walk,837,1.2,0.4,NC,South
Cedar Rapids city,City,Iowa,Medium,Walk,1945,3,0.5,IA,North Central
Centennial city,City,Colorado,Medium,Walk,667,1.3,0.4,CO,West
Charleston city,City,South Carolina,Medium,Walk,3163,5.2,0.5,SC,South
Chattanooga city,City,Tennessee,Medium,Walk,2184,3,0.5,TN,South
Clarksville city,City,Tennessee,Medium,Walk,1098,1.8,0.4,TN,South
Clearwater city,City,Florida,Medium,Walk,1177,2.4,0.7,FL,South
Columbia city,City,Missouri,Medium,Walk,3783,6.7,0.8,MO,North Central
Columbia city,City,South Carolina,Medium,Walk,7095,11.3,1.3,SC,South
Columbus city,City,Georgia,Medium,Walk,908,1.1,0.3,GA,South
Concord city,City,California,Medium,Walk,1205,2,0.5,CA,West
Coral Springs city,City,Florida,Medium,Walk,721,1.2,0.4,FL,South
Corona city,City,California,Medium,Walk,1020,1.5,0.6,CA,West
Costa Mesa city,City,California,Medium,Walk,1737,3,0.7,CA,West
Daly City city,City,California,Medium,Walk,1091,2.1,0.5,CA,West
Davenport city,City,Iowa,Medium,Walk,1154,2.4,0.5,IA,North Central
Dayton city,City,Ohio,Medium,Walk,4314,7.9,0.8,OH,North Central
Denton city,City,Texas,Medium,Walk,2342,4.2,0.7,TX,South
Downey city,City,California,Medium,Walk,857,1.8,0.4,CA,West
El Cajon city,City,California,Medium,Walk,1161,2.9,0.8,CA,West
El Monte city,City,California,Medium,Walk,1396,3,0.6,CA,West
Elgin city,City,Illinois,Medium,Walk,1080,2.1,0.6,IL,North Central
Elizabeth city,City,New Jersey,Medium,Walk,3809,6.8,1,NJ,Northeast
Elk Grove city,City,California,Medium,Walk,578,0.8,0.3,CA,West
Erie city,City,Pennsylvania,Medium,Walk,2110,4.9,0.7,PA,Northeast
Escondido city,City,California,Medium,Walk,1120,1.8,0.3,CA,West
Eugene city,City,Oregon,Medium,Walk,4736,6.8,0.8,OR,West
Evansville city,City,Indiana,Medium,Walk,1622,2.9,0.5,IN,North Central
Everett city,City,Washington,Medium,Walk,2042,4.1,0.7,WA,West
Fairfield city,City,California,Medium,Walk,2261,4.7,0.9,CA,West
Fargo city,City,North Dakota,Medium,Walk,2756,4.4,0.6,ND,North Central
Flint city,City,Michigan,Medium,Walk,741,2.6,0.5,MI,North Central
Fort Collins city,City,Colorado,Medium,Walk,2707,3.6,0.4,CO,West
Fort Lauderdale city,City,Florida,Medium,Walk,2095,2.6,0.5,FL,South
Frisco city,City,Texas,Medium,Walk,320,0.5,0.3,TX,South
Fullerton city,City,California,Medium,Walk,2138,3.4,0.6,CA,West
Gainesville city,City,Florida,Medium,Walk,2892,5.2,0.7,FL,South
Garden Grove city,City,California,Medium,Walk,1086,1.5,0.2,CA,West
Glendale city,City,California,Medium,Walk,3304,3.8,0.6,CA,West
Grand Prairie city,City,Texas,Medium,Walk,323,0.4,0.2,TX,South
Grand Rapids city,City,Michigan,Medium,Walk,2649,3.2,0.4,MI,North Central
Green Bay city,City,Wisconsin,Medium,Walk,1493,3,0.6,WI,North Central
Gresham city,City,Oregon,Medium,Walk,1079,2.3,0.5,OR,West
Hampton city,City,Virginia,Medium,Walk,1517,2.4,0.6,VA,South
Hartford city,City,Connecticut,Medium,Walk,3767,8.2,0.8,CT,Northeast
Hayward city,City,California,Medium,Walk,1248,1.9,0.4,CA,West
High Point city,City,North Carolina,Medium,Walk,823,1.8,0.8,NC,South
Hollywood city,City,Florida,Medium,Walk,2049,3.1,0.6,FL,South
Huntington Beach city,City,California,Medium,Walk,1486,1.5,0.4,CA,West
Huntsville city,City,Alabama,Medium,Walk,1012,1.2,0.3,AL,South
Independence city,City,Missouri,Medium,Walk,372,0.7,0.3,MO,North Central
Inglewood city,City,California,Medium,Walk,928,2,0.4,CA,West
Jackson city,City,Mississippi,Medium,Walk,1054,1.5,0.3,MS,South
Joliet city,City,Illinois,Medium,Walk,906,1.4,0.4,IL,North Central
Kansas City city,City,Kansas,Medium,Walk,1004,1.6,0.4,KS,North Central
Kenosha city,City,Wisconsin,Medium,Walk,857,1.9,0.4,WI,North Central
Kent city,City,Washington,Medium,Walk,893,1.8,0.4,WA,West
Killeen city,City,Texas,Medium,Walk,874,1.5,0.4,TX,South
Knoxville city,City,Tennessee,Medium,Walk,1935,2.3,0.4,TN,South
Lafayette city,City,Louisiana,Medium,Walk,1366,2.3,0.6,LA,South
Lakewood city,City,Colorado,Medium,Walk,1359,1.9,0.3,CO,West
Lancaster city,City,California,Medium,Walk,538,1,0.3,CA,West
Lansing city,City,Michigan,Medium,Walk,1312,2.6,0.5,MI,North Central
Las Cruces city,City,New Mexico,Medium,Walk,1064,2.5,0.6,NM,West
Little Rock city,City,Arkansas,Medium,Walk,1268,1.4,0.3,AR,South
Lowell city,City,Massachusetts,Medium,Walk,2355,4.6,0.8,MA,Northeast
Manchester city,City,New Hampshire,Medium,Walk,1503,2.7,0.5,NH,Northeast
McAllen city,City,Texas,Medium,Walk,966,1.8,0.4,TX,South
McKinney city,City,Texas,Medium,Walk,619,1,0.3,TX,South
Mesquite city,City,Texas,Medium,Walk,425,0.6,0.2,TX,South
Miami Gardens city,City,Florida,Medium,Walk,367,0.9,0.4,FL,South
Midland city,City,Texas,Medium,Walk,472,0.9,0.4,TX,South
Miramar city,City,Florida,Medium,Walk,304,0.5,0.3,FL,South
Mobile city,City,Alabama,Medium,Walk,1028,1.3,0.3,AL,South
Moreno Valley city,City,California,Medium,Walk,962,1.3,0.4,CA,West
Murfreesboro city,City,Tennessee,Medium,Walk,836,1.6,0.5,TN,South
Murrieta city,City,California,Medium,Walk,504,1.2,0.4,CA,West
Naperville city,City,Illinois,Medium,Walk,916,1.3,0.3,IL,North Central
New Haven city,City,Connecticut,Medium,Walk,7090,12.4,1,CT,Northeast
Newport News city,City,Virginia,Medium,Walk,3736,4.2,0.7,VA,South
Norman city,City,Oklahoma,Medium,Walk,2045,3.7,0.6,OK,South
North Charleston city,City,South Carolina,Medium,Walk,921,2.1,0.5,SC,South
Norwalk city,City,California,Medium,Walk,914,2.1,0.5,CA,West
Oceanside city,City,California,Medium,Walk,1184,1.5,0.3,CA,West
Odessa city,City,Texas,Medium,Walk,455,1,0.4,TX,South
Olathe city,City,Kansas,Medium,Walk,744,1.1,0.3,KS,North Central
Ontario city,City,California,Medium,Walk,1198,1.7,0.5,CA,West
Orange city,City,California,Medium,Walk,1432,2.2,0.4,CA,West
Overland Park city,City,Kansas,Medium,Walk,785,0.8,0.2,KS,North Central
Palm Bay city,City,Florida,Medium,Walk,384,0.9,0.5,FL,South
Palmdale city,City,California,Medium,Walk,430,0.8,0.3,CA,West
Pasadena city,City,California,Medium,Walk,3537,5.3,0.6,CA,West
Pasadena city,City,Texas,Medium,Walk,935,1.5,0.4,TX,South
Paterson city,City,New Jersey,Medium,Walk,2512,4.6,0.7,NJ,Northeast
Pembroke Pines city,City,Florida,Medium,Walk,456,0.6,0.2,FL,South
Peoria city,City,Arizona,Medium,Walk,640,0.9,0.3,AZ,West
Peoria city,City,Illinois,Medium,Walk,1404,2.7,0.5,IL,North Central
Pomona city,City,California,Medium,Walk,1346,2.3,0.4,CA,West
Pompano Beach city,City,Florida,Medium,Walk,554,1.3,0.5,FL,South
Port St. Lucie city,City,Florida,Medium,Walk,345,0.5,0.2,FL,South
Providence city,City,Rhode Island,Medium,Walk,8007,10.6,0.8,RI,Northeast
Provo city,City,Utah,Medium,Walk,8080,14.5,1.2,UT,West
Pueblo city,City,Colorado,Medium,Walk,1324,3.2,0.8,CO,West
Rancho Cucamonga city,City,California,Medium,Walk,1159,1.5,0.4,CA,West
Rialto city,City,California,Medium,Walk,310,0.8,0.3,CA,West
Richardson city,City,Texas,Medium,Walk,1113,2.2,0.6,TX,South
Richmond city,City,California,Medium,Walk,941,2.1,0.5,CA,West
Rochester city,City,Minnesota,Medium,Walk,2155,3.8,0.5,MN,North Central
Rockford city,City,Illinois,Medium,Walk,985,1.6,0.4,IL,North Central
Roseville city,City,California,Medium,Walk,907,1.6,0.4,CA,West
Round Rock city,City,Texas,Medium,Walk,346,0.7,0.4,TX,South
Salem city,City,Oregon,Medium,Walk,2671,4.2,0.5,OR,West
Salinas city,City,California,Medium,Walk,888,1.4,0.4,CA,West
Salt Lake City city,City,Utah,Medium,Walk,5098,5.3,0.6,UT,West
San Buenaventura (Ventura) city,City,California,Medium,Walk,1113,2.2,0.4,CA,West
Santa Clara city,City,California,Medium,Walk,1679,3,0.7,CA,West
Santa Clarita city,City,California,Medium,Walk,1391,1.7,0.4,CA,West
Santa Maria city,City,California,Medium,Walk,636,1.6,0.5,CA,West
Santa Rosa city,City,California,Medium,Walk,2494,3.3,0.6,CA,West
Savannah city,City,Georgia,Medium,Walk,2181,3.8,0.5,GA,South
Simi Valley city,City,California,Medium,Walk,642,1,0.3,CA,West
Sioux Falls city,City,South Dakota,Medium,Walk,1849,2.2,0.4,SD,North Central
South Bend city,City,Indiana,Medium,Walk,1217,2.9,0.6,IN,North Central
Springfield city,City,Illinois,Medium,Walk,1455,2.6,0.5,IL,North Central
Springfield city,City,Massachusetts,Medium,Walk,1703,3.1,0.5,MA,Northeast
Springfield city,City,Missouri,Medium,Walk,2945,3.9,0.6,MO,North Central
Stamford city,City,Connecticut,Medium,Walk,3552,5.7,0.7,CT,Northeast
Sterling Heights city,City,Michigan,Medium,Walk,306,0.5,0.2,MI,North Central
Sunnyvale city,City,California,Medium,Walk,878,1.2,0.3,CA,West
Surprise city,City,Arizona,Medium,Walk,345,0.8,0.4,AZ,West
Syracuse city,City,New York,Medium,Walk,5870,10.4,0.9,NY,Northeast
Tallahassee city,City,Florida,Medium,Walk,2912,3.3,0.5,FL,South
Temecula city,City,California,Medium,Walk,565,1.3,0.5,CA,West
Tempe city,City,Arizona,Medium,Walk,3206,3.7,0.7,AZ,West
Thornton city,City,Colorado,Medium,Walk,601,1,0.4,CO,West
Thousand Oaks city,City,California,Medium,Walk,1379,2.3,0.4,CA,West
Topeka city,City,Kansas,Medium,Walk,1188,2,0.4,KS,North Central
Torrance city,City,California,Medium,Walk,992,1.4,0.4,CA,West
Vallejo city,City,California,Medium,Walk,998,2,0.6,CA,West
Vancouver city,City,Washington,Medium,Walk,1499,2.1,0.4,WA,West
Victorville city,City,California,Medium,Walk,360,1,0.4,CA,West
Visalia city,City,California,Medium,Walk,644,1.3,0.5,CA,West
Waco city,City,Texas,Medium,Walk,2251,4.4,0.8,TX,South
Warren city,City,Michigan,Medium,Walk,557,1,0.3,MI,North Central
Waterbury city,City,Connecticut,Medium,Walk,1088,2.4,0.5,CT,Northeast
West Covina city,City,California,Medium,Walk,377,0.8,0.3,CA,West
West Jordan city,City,Utah,Medium,Walk,696,1.4,0.4,UT,West
West Palm Beach city,City,Florida,Medium,Walk,1488,3.2,0.7,FL,South
West Valley City city,City,Utah,Medium,Walk,587,1,0.3,UT,West
Westminster city,City,Colorado,Medium,Walk,534,1,0.3,CO,West
Wichita Falls city,City,Texas,Medium,Walk,3069,6.3,1.3,TX,South
Wilmington city,City,North Carolina,Medium,Walk,1487,2.9,0.5,NC,South
Worcester city,City,Massachusetts,Medium,Walk,5146,6.3,0.7,MA,Northeast
Yonkers city,City,New York,Medium,Walk,4651,5.2,0.5,NY,Northeast
Albuquerque city,City,New Mexico,Large,Walk,5198,2,0.2,NM,West
Anaheim city,City,California,Large,Walk,2748,1.8,0.3,CA,West
Anchorage municipality,Municipality,Alaska,Large,Walk,4074,2.7,0.4,AK,West
Arlington city,City,Texas,Large,Walk,3150,1.8,0.3,TX,South
Atlanta city,City,Georgia,Large,Walk,9288,4.7,0.4,GA,South
Aurora city,City,Colorado,Large,Walk,2379,1.5,0.2,CO,West
Austin city,City,Texas,Large,Walk,10737,2.5,0.2,TX,South
Bakersfield city,City,California,Large,Walk,2025,1.5,0.3,CA,West
Baltimore city,City,Maryland,Large,Walk,17168,6.5,0.4,MD,South
Baton Rouge city,City,Louisiana,Large,Walk,3759,3.6,0.5,LA,South
Birmingham city,City,Alabama,Large,Walk,2029,2.4,0.4,AL,South
Boise City city,City,Idaho,Large,Walk,2933,2.8,0.3,ID,West
Boston city,City,Massachusetts,Large,Walk,47880,15.1,0.5,MA,Northeast
Buffalo city,City,New York,Large,Walk,6498,6.2,0.4,NY,Northeast
Chandler city,City,Arizona,Large,Walk,1163,1,0.2,AZ,West
Charlotte city,City,North Carolina,Large,Walk,7705,2.1,0.2,NC,South
Chesapeake city,City,Virginia,Large,Walk,1364,1.2,0.3,VA,South
Chicago city,City,Illinois,Large,Walk,77753,6.4,0.2,IL,North Central
Chula Vista city,City,California,Large,Walk,1536,1.5,0.4,CA,West
Cincinnati city,City,Ohio,Large,Walk,7105,5.4,0.5,OH,North Central
Cleveland city,City,Ohio,Large,Walk,7015,4.8,0.4,OH,North Central
Colorado Springs city,City,Colorado,Large,Walk,5146,2.6,0.2,CO,West
Columbus city,City,Ohio,Large,Walk,11023,2.8,0.2,OH,North Central
Corpus Christi city,City,Texas,Large,Walk,2371,1.7,0.3,TX,South
Dallas city,City,Texas,Large,Walk,10289,1.8,0.1,TX,South
Denver city,City,Colorado,Large,Walk,13670,4.4,0.3,CO,West
Des Moines city,City,Iowa,Large,Walk,2771,2.8,0.4,IA,North Central
Detroit city,City,Michigan,Large,Walk,6589,3.1,0.3,MI,North Central
Durham city,City,North Carolina,Large,Walk,3300,2.9,0.4,NC,South
El Paso city,City,Texas,Large,Walk,5175,1.9,0.2,TX,South
Fayetteville city,City,North Carolina,Large,Walk,4212,4.7,0.5,NC,South
Fontana city,City,California,Large,Walk,602,0.8,0.3,CA,West
Fort Wayne city,City,Indiana,Large,Walk,1714,1.5,0.3,IN,North Central
Fort Worth city,City,Texas,Large,Walk,3859,1.2,0.2,TX,South
Fremont city,City,California,Large,Walk,1359,1.5,0.3,CA,West
Fresno city,City,California,Large,Walk,3469,1.9,0.3,CA,West
Garland city,City,Texas,Large,Walk,1102,1,0.3,TX,South
Gilbert town,Town,Arizona,Large,Walk,606,0.6,0.2,AZ,West
Glendale city,City,Arizona,Large,Walk,1492,1.5,0.3,AZ,West
Greensboro city,City,North Carolina,Large,Walk,2635,2.1,0.3,NC,South
Henderson city,City,Nevada,Large,Walk,1535,1.3,0.3,NV,West
Hialeah city,City,Florida,Large,Walk,1861,1.9,0.4,FL,South
Houston city,City,Texas,Large,Walk,21092,2.1,0.1,TX,South
Indianapolis city (balance),(Balance),Indiana,Large,Walk,7733,2,0.2,IN,North Central
Irvine city,City,California,Large,Walk,3933,3.8,0.6,CA,West
